Route,Incident,Location,Day,Hour,Month
924,Mechanical,VICTORIA PARK AND ST C,Friday,16,7
945,Operations - Operator,KIPLING STATION,Tuesday,6,7
34,Utilized Off Route,EGLINTON STATION,Sunday,15,6
42,Mechanical,MIDLAND AND MCNICOLL,Tuesday,17,7
165,Mechanical,WILSON STN,Saturday,20,5
905,Mechanical,EGLINTON AND MARKHAM,Monday,8,3
100,Mechanical,DON MILLS AND EGLINTON,Saturday,14,2
63,Cleaning - Unsanitary,KING AND THE QUEENSWAY,Friday,17,6
41,Mechanical,IAN MCDONALD,Thursday,5,7
41,Security,KEELE AND ROGERS,Tuesday,23,4
97,Collision - TTC,STEELES AND HILDA,Thursday,18,5
94,Utilized Off Route,8 COLBOURNE STREET,Wednesday,8,3
84,Mechanical,SHEPPARD WEST STATION,Monday,6,2
102,Operations - Operator,MARKHAM AND PROGRESS,Monday,21,6
129,Mechanical,MIDLAND AND LAWRENCE,Wednesday,0,9
95,Security,YORK MILLS STATION,Sunday,23,5
129,Mechanical,TRITON AND MCCOWAN,Wednesday,7,5
102,Operations - Operator,LAWRENCE AND MARKHAM,Wednesday,18,5
44,Mechanical,KIPLING AND LAKESHORE,Saturday,14,1
108,Emergency Services,GRANDRAVINE DR AND GRA,Wednesday,14,9
925,Mechanical,DON MILLS AND PARKWAY,Friday,8,7
927,Mechanical,MARTIN GROVE AND STEEL,Monday,6,7
84,Mechanical,SHEPPARD AND CHESSWOOD,Friday,14,5
102,Mechanical,MARKHAM AND SHEPPARD,Thursday,8,2
75,Security,SHERBOURNE AND ISABELL,Wednesday,19,6
52,Operations - Operator,SUNNYBROOK HOSPITAL,Saturday,10,4
939,Mechanical,SCARBOROUGH TOWN CENTR,Thursday,6,5
52,Mechanical,LAWRENCE AND KEELE,Monday,19,3
52,Vision,PEARSON AIRPORT - TERM,Friday,7,9
47,Operations - Operator,CALEDONA AND BOWIE,Tuesday,11,6
939,Operations - Operator,KENNEDY STATION,Saturday,19,6
133,Operations - Operator,SCARBOROUGH CENTRE STA,Friday,17,4
108,Mechanical,PIONEER VILLAGE STATIO,Tuesday,15,7
939,Mechanical,FINCH AND KENNEDY,Friday,19,7
35,Mechanical,JANE AND YORK GATE,Monday,5,9
95,General Delay,ELLESMERE AND MIDLAND,Saturday,23,2
36,Security,FINCH AND SENTINEL,Friday,16,7
11,Investigation,SUNNYBROOK HOSPITAL,Wednesday,18,4
87,Security,COSBURN AND PAPE,Thursday,0,7
54,Emergency Services,LAWRENCE AND BRIMLEY,Monday,13,8
52,Mechanical,TORONTO PEARSON INTERN,Tuesday,10,4
29,Mechanical,WILSON STATION,Saturday,8,9
165,Mechanical,WILSON AND BEVERLEY,Friday,5,8
95,Operations - Operator,ELLESMERE AND WEST SER,Monday,17,7
927,Operations - Operator,KIPLING STATION,Thursday,12,1
939,Collision - TTC,FINCH AND WILMINGTON,Monday,14,3
64,Operations - Operator,EASTDALE AND GOODWOOD,Tuesday,14,7
54,Security,LAWRENCE AND UNDERHILL,Saturday,6,2
32,Mechanical,EGLINTON WEST STATION,Tuesday,6,6
29,Collision - TTC,DUFFERIN AND ST CLAIR,Friday,18,9
36,Vision,FINCH WEST STATION,Monday,8,5
165,Vision,STEELES WEST AND WESTO,Tuesday,9,5
66,Security,MARINE PARADE AND LAKE,Sunday,14,4
26,Collision - TTC,JANE AND OUTLOOK,Friday,14,3
69,Mechanical,WARDEN AND DANFORTH,Thursday,1,1
35,Mechanical,JANE AND OUTLOOK,Saturday,15,6
37,Security,ISLINGTON AND BERGAMOT,Saturday,19,2
122,Investigation,GRAYDON HALL AND DON M,Monday,16,8
945,Mechanical,KIPLING AND STEELES,Thursday,17,5
123,Cleaning - Unsanitary,KIPLING STATION,Friday,10,1
954,Mechanical,ROUGE HILL GO STATION,Monday,17,9
35,Mechanical,JANE AND WESTON,Wednesday,18,3
165,Investigation,WILSON AND ALLARD,Saturday,14,1
165,Operations - Operator,WESTON AND STEELES,Wednesday,12,3
42,Mechanical,FINCH STATION,Wednesday,16,3
41,Mechanical,KEELE AND JUNCTION,Tuesday,18,8
113,Cleaning - Unsanitary,MAIN STREET STATION,Tuesday,22,1
29,Security,WILSON STATION,Saturday,12,2
45,Mechanical,KIPLING AND FINCH,Saturday,10,6
25,Operations - Operator,DON MILLS STATION,Sunday,18,3
81,Emergency Services,MILLWOOD RD AND PAPE,Sunday,14,4
108,Operations - Operator,SHEPPARD WEST STATION,Thursday,14,2
7,Mechanical,BATHURST AND REINER,Wednesday,20,4
85,Operations - Operator,MEADOWVALE LOOP,Friday,13,3
71,Mechanical,MT DENNIS GARAGE,Thursday,12,1
36,Diversion,FINCH AND WESTON,Wednesday,20,6
42,Mechanical,YONGE AND CUMMER,Tuesday,6,6
54,Mechanical,EGLINTON AND RUMSEY,Sunday,18,2
52,Mechanical,LAWRENCE AND JANE,Friday,17,6
89,Vision,UNAVAILABLE,Saturday,22,6
7,Emergency Services,BATHURST STATION,Saturday,9,2
114,Mechanical,CARLAW AND LAKESHORE,Tuesday,9,6
24,Mechanical,VICTORIA PARK STATION,Tuesday,17,6
53,Mechanical,STEELES AND MORNINGSID,Wednesday,12,4
44,Mechanical,KIPLING STATION,Tuesday,19,8
52,Collision - TTC,AVENUE AND LAWRENCE,Wednesday,23,8
41,Security,KEELE AND FINCH,Saturday,15,6
40,Utilized Off Route,DUNDAS AND KEELE,Tuesday,22,8
925,Operations - Operator,DON MILLS AND SHEPPARD,Friday,8,8
41,Investigation,OLD WESTON AND ST CLAI,Tuesday,10,9
54,Emergency Services,LAWRENCE W OF WARDEN,Thursday,11,6
39,Mechanical,FINCH AVE E AND WILLOW,Wednesday,5,3
52,Mechanical,LAWRENCE AND DUFFERIN,Tuesday,15,4
96,Mechanical,HUMBERLINE AND FINCH,Thursday,12,2
63,Operations - Operator,EGLINTON WEST STATION,Saturday,7,5
927,Operations - Operator,HUMBER COLLEGE BUS TER,Thursday,14,1
36,Mechanical,FINCH AND DUFFERIN,Monday,18,3
925,Utilized Off Route,BROADVIEW STATION,Sunday,14,6
47,Diversion,EARLSCOURT LOOP,Friday,21,8
60,Operations - Operator,STEELES AND CAPSTAN GA,Sunday,12,6
165,Operations - Operator,WESTON AND LANYARD,Sunday,21,5
96,Mechanical,YORK MILLS STATION,Sunday,16,4
32,Operations - Operator,EGLINTON AND KEELE,Saturday,17,7
116,Cleaning - Unsanitary,MORNINGSIDE AND NIGHTS,Saturday,22,5
996,Mechanical,FINCH WEST AND MARTIN,Tuesday,7,7
29,Mechanical,DUFFERIN AND ROGERS,Thursday,18,5
34,Collision - TTC,EGLINGTON AND WARDEN,Sunday,16,2
41,Utilized Off Route,DUNDAS AND KEELE,Sunday,7,7
54,Cleaning - Unsanitary,EGLINTON AND DUNFIELD,Saturday,19,9
106,Utilized Off Route,SENTINEL AND FREDRICK,Friday,21,1
161,Collision - TTC,ALLIANCE AND JANE,Tuesday,14,2
94,Mechanical,BLOOR AND PARLIAMENT,Wednesday,18,5
34,Cleaning - Unsanitary,EGLINTON STATION,Friday,14,4
100,Vision,BROADVIEW STATION,Saturday,16,8
996,Operations - Operator,ARROW GARAGE,Wednesday,12,5
52,Utilized Off Route,LAWRENCE AND PINE,Friday,6,3
924,Operations - Operator,VICTORIA PARK STATION,Wednesday,18,3
124,Vision,LAWRENCE AND BAYVIEW,Friday,20,3
38,Mechanical,SCARBOROUGH CENTRE STA,Friday,15,2
32,Vision,EGLINTON AND BLACKTHOR,Saturday,21,6
24,Operations - Operator,EGLINTON AND VICTORIA,Thursday,10,5
32,Mechanical,EGLINTON WEST STATION,Friday,13,1
34,Mechanical,EGLINTON AND BAYVIEW,Wednesday,9,4
116,Collision - TTC,KINGSTON AND SCARBOROU,Thursday,17,1
165,Operations - Operator,WILSON AND WALSH,Thursday,17,2
25,Vision,BROADVIEW STATION,Friday,8,5
320,Emergency Services,QUEENS QUAY AND YONGE,Sunday,4,1
67,Collision - TTC,ELLESMERE AND PHARMACY,Saturday,17,7
9,Mechanical,WARDEN STATION,Thursday,15,4
32,Emergency Services,EGLINTON AND WESTON,Thursday,18,1
53,Operations - Operator,STEELES AND MIDLAND,Sunday,18,5
116,Mechanical,SHEPPARD AND MARKHAM,Saturday,9,5
960,Mechanical,YONGE AND CUMMER,Saturday,7,8
935,Mechanical,PIONEER VILLAGE STATIO,Wednesday,15,4
36,Mechanical,HUMBERWOOD LOOP,Wednesday,9,9
95,Mechanical,RYLANDER AND KINGSTON,Sunday,9,9
111,General Delay,RATHBURN AND THE EAST,Friday,19,1
92,Operations - Operator,STRATHMORE AND WOODBIN,Saturday,0,9
939,Mechanical,MCOWAN AND SHEPPARD,Wednesday,21,4
111,Mechanical,KIPLING STATION,Friday,15,9
20,Operations - Operator,KENNEDY STATION,Wednesday,7,2
76,Mechanical,ROYAL YORK STATION,Monday,5,6
25,Mechanical,DON MILLS STATION,Friday,16,3
41,Mechanical,ROGERS AND BICKNILL,Saturday,20,8
38,Investigation,ELLESMERE AND MARKHAM,Tuesday,22,6
64,Operations - Operator,MAIN STREET STATION,Monday,14,5
54,Emergency Services,LAWRENCE AND MIDLAND,Thursday,12,5
63,Operations - Operator,OSSINGTON STATION,Thursday,17,1
960,Operations - Operator,WILSON GARAGE,Monday,5,9
47,Cleaning - Unsanitary,EARLSCOURT LOOP,Tuesday,13,8
35,Operations - Operator,JANE STATION,Saturday,15,3
34,Operations - Operator,EGLINTON STATION,Thursday,8,8
64,Collision - TTC,HLDON AVE AND COSBURN,Sunday,18,9
900,Collision - TTC,TERMINAL 3 AND EXIT 40,Wednesday,8,4
989,Collision - TTC,KEELE STATION,Monday,15,4
32,Mechanical,EGLINTON AND KEELE,Tuesday,15,1
44,Mechanical,KIPLING AND QUEENSWAY,Wednesday,14,9
114,Utilized Off Route,CARLAW AND LAKESHORE,Sunday,14,6
29,Operations - Operator,WILSON STATION,Tuesday,16,9
16,Security,DANFORTH AND MIDLAND,Wednesday,0,3
161,Cleaning - Unsanitary,KEELE AND ROGERS,Tuesday,20,4
89,Mechanical,2475 WESTON ROAD,Wednesday,21,2
63,Mechanical,OSSINGTON STATION,Wednesday,17,1
102,Collision - TTC,CENTENNIAL COLLEGE - P,Monday,13,2
168,Operations - Operator,DUNDAS WEST STATION,Sunday,6,8
903,Mechanical,KENNEDY STATION,Saturday,12,8
60,Utilized Off Route,STEELES AND PETROLIA,Saturday,16,8
95,Emergency Services,ELLESMERE AND KENNEDY,Wednesday,0,3
300,Vision,BROADVIEW AND BLOOR,Thursday,2,9
47,Collision - TTC,CALEDONIA AND RAITHERM,Tuesday,12,7
95,Mechanical,RYLANDER AND KINGSTON,Friday,22,7
7,Cleaning - Unsanitary,BATHURST AND WILSON,Saturday,11,5
927,Collision - TTC,HUMBER COLLEGE AND FIN,Tuesday,8,9
134,Investigation,CENTENNIAL COLLEGE,Saturday,12,1
32,Operations - Operator,EGLINTON WEST STATION,Sunday,12,3
47,Utilized Off Route,LANSDOWNE AND QUEEN,Friday,5,7
902,Mechanical,MARKHAM AND STEELES,Friday,16,7
80,Cleaning - Unsanitary,QUEENSWAY AND VANSCO,Monday,14,9
31,Emergency Services,GREENWOOD AND S OF DAN,Thursday,16,9
53,Utilized Off Route,FINCH STATION,Friday,2,4
99,Collision - TTC,JANE AND WILSON,Wednesday,17,4
35,Operations - Operator,JANE AND WESTON,Saturday,13,5
960,Mechanical,YONGE AND STEELES,Tuesday,16,4
84,Mechanical,SHEPPARD WEST STATION,Tuesday,15,6
44,Mechanical,EVANS AND KIPLING,Wednesday,14,1
36,Operations - Operator,FINCH AND BEECROFT,Saturday,21,4
935,Mechanical,JANE AND SAN ROMANO WA,Wednesday,6,4
114,Utilized Off Route,LESLIE AND LAKESHORE,Saturday,14,9
24,Cleaning - Unsanitary,VICTORIA PARK AND STEE,Thursday,20,4
60,Mechanical,FINCH STATION,Saturday,7,4
129,Mechanical,KENNEDY STATION,Saturday,17,8
98,Operations - Operator,YONGE AND SHEPPARD,Monday,18,9
102,Collision - TTC,MARKHAM AND MCLEVIN,Friday,13,5
97,Operations - Operator,HILDA AND STEELES WEST,Thursday,11,5
61,Vision,BOMBAY LOOP,Wednesday,0,9
39,Mechanical,FINCH STATION,Wednesday,7,3
116,Mechanical,NORTH SERVICE AND EGLI,Friday,20,6
81,Security,OVERLEA AND THORNCLIFF,Saturday,23,4
985,Mechanical,SHEPPARD AND PHARMACY,Monday,12,5
52,Collision - TTC,LAWRENCE AND WESTON,Monday,14,2
89,Mechanical,WESTON AND EGLINTON,Saturday,18,3
135,Vision,MAIN STREET STATION,Monday,9,7
32,Mechanical,EGLINTON AND EMMETT,Saturday,11,2
43,Operations - Operator,SCARBOROUGH CENTRE STA,Friday,19,1
89,Security,WESTON AND COULTER,Friday,15,6
41,Collision - TTC,PIONNEER VILLAGE STATI,Tuesday,16,5
89,Mechanical,KEELE STATION,Wednesday,18,2
116,Mechanical,KENNEDY STATION,Saturday,17,1
98,Mechanical,GOULDING AND CACTUS,Friday,16,5
29,Mechanical,WILSON STATION,Sunday,10,3
36,Collision - TTC,FINCH AND ARDWICK,Monday,21,1
63,Diversion,KING AND JAMESON,Tuesday,0,8
105,Operations - Operator,SHEPPARD WEST STATION,Saturday,10,3
985,Operations - Operator,JANE AND EGLINTON,Tuesday,11,3
60,Cleaning - Unsanitary,YONGE AND CUMMER,Monday,17,9
79,Mechanical,MOUNT DENNIS GARAGE,Wednesday,15,4
36,Vision,HUMBERWOOD LOOP,Tuesday,15,7
984,Mechanical,SHEPPARD WEST STATION,Monday,13,6
36,Vision,FINCH WEST STATION,Monday,6,4
17,Diversion,BIRCHMOUNT AND ASHTONB,Saturday,15,1
16,Security,WARDEN STATION,Sunday,10,6
905,Mechanical,EGLINTON EAST AND DANF,Tuesday,8,9
999,Mechanical,EGLINTON AND LIARD,Thursday,18,4
72,Operations - Operator,CARLAW AND GERRARD,Sunday,18,1
36,Mechanical,FINCH AND ARROW,Monday,5,8
72,Collision - TTC,PAPE AND GAMBLE,Monday,17,9
960,Operations - Operator,STEELES AND NORTHWEST,Thursday,11,3
44,Mechanical,COLONEL SAMUEL SMITH L,Wednesday,7,7
133,General Delay,NEILSON AND CROW TRAIL,Wednesday,17,7
130,Operations - Operator,SCARBOROUGH CENTRE STA,Thursday,14,5
20,Security,KENNEDY STATION,Wednesday,10,4
60,Utilized Off Route,PIONEER VILLAGE STATIO,Wednesday,20,1
944,Mechanical,COL. SAM SMITH LOOP,Friday,7,1
85,Mechanical,DON MILLS STATION,Saturday,12,3
129,Operations - Operator,LAWRENCE AND KENNEDY,Thursday,16,6
135,Mechanical,MAIN STREET STATION,Sunday,1,1
38,Operations - Operator,SCARBOROUGH TOWN CENTR,Thursday,14,6
41,Operations - Operator,SHEPPARD AND KEELE,Thursday,13,1
119,Operations - Operator,WILSON AND JANE,Wednesday,14,7
54,Operations - Operator,SCARBOROUGH GOLF CLUB,Monday,22,6
61,Mechanical,EGLINTON STATION,Monday,6,4
12,Mechanical,KINGSTON AND VICTORIA,Friday,16,5
924,Mechanical,VICTORIA PARK AND PARK,Thursday,7,4
102,Mechanical,CENTENNIAL COLLEGE,Tuesday,23,1
62,Collision - TTC,GERRARD AND HAMILTON,Sunday,17,6
123,Operations - Operator,QUEENSWAY GARAGE,Tuesday,7,6
935,Mechanical,JANE STATION,Sunday,19,3
52,Operations - Operator,SUNNYBROOK HOSPITAL,Wednesday,13,7
32,Security,RENFORTH STATION,Tuesday,6,2
32,Mechanical,EGLINTON AND RONALD,Wednesday,8,8
71,Diversion,RUNNYMEDE AND BLOOR,Friday,13,5
300,Mechanical,MT DENNIS GARAGE,Sunday,6,9
954,Security,KENNEDY STATION,Thursday,8,3
929,Operations - Operator,WILSON STATION,Sunday,15,9
52,Utilized Off Route,ARROW GARAGE,Thursday,13,7
64,Collision - TTC,WESTLAKE AND WALLINGTO,Friday,22,4
960,Operations - Operator,PIONEER VILLAGE STATIO,Saturday,10,7
29,Mechanical,1733 DUFFERIN,Monday,16,7
900,Operations - Operator,DUNDAS AND EAST MALL,Sunday,1,6
900,Utilized Off Route,KIPLING STATION,Thursday,15,4
202,Emergency Services,FRONT AND BAY,Wednesday,21,6
34,Operations - Operator,EGLINTON AND BERMONDSE,Saturday,11,7
46,Security,DUNDAS AND KIPLING,Saturday,7,9
985,Security,MIDLAND AND 401,Wednesday,17,5
902,Mechanical,ST. CLAIR AND KINGSTON,Wednesday,16,1
65,Utilized Off Route,JARVIS AND QUEENS QUAY,Wednesday,13,6
939,Operations - Operator,FINCH WEST STATION,Friday,20,2
34,Mechanical,EGLINTON AND WYNFORD,Friday,15,8
96,Mechanical,JANE AND WILSON,Thursday,16,9
89,Mechanical,WESTON AND CHURCH,Tuesday,16,5
929,Operations - Operator,MOUNT DENNIS GARAGE,Sunday,7,5
52,Mechanical,LAWRENCE AND SCARLETT,Wednesday,17,1
165,Vision,OLD WESTON AND STEELES,Sunday,16,8
35,Operations - Operator,JANE AND STEELES,Tuesday,13,7
82,Security,CRESENT AND MOUNT PLEA,Thursday,18,5
20,Utilized Off Route,MAIN STREET STATION,Tuesday,12,7
53,Mechanical,STEELES EAST AND WOODB,Wednesday,11,7
85,Utilized Off Route,DON MILLS STATION,Sunday,17,9
67,Mechanical,PHARMACY AND COMSTOCK,Monday,11,7
17,Security,BIRCHMOUNT AND ALLANFO,Saturday,19,1
944,Mechanical,KIPLING LOOP,Friday,14,3
44,Mechanical,KIPLING STATION,Monday,13,8
165,Mechanical,JANE AND WILSON,Thursday,14,2
88,Operations - Operator,ST CLAIR STATION,Tuesday,16,2
968,Mechanical,WARDEN AND STEELES,Wednesday,6,1
70,Operations - Operator,COXWELL STATION,Thursday,9,8
929,Mechanical,DUFFERIN AND EGLINTON,Monday,15,7
52,Mechanical,LAWRENCE WEST STATION,Friday,17,8
165,General Delay,YORK MILLS STATION,Saturday,15,1
985,Collision - TTC,ELLESMERE AND MIDLAND,Friday,17,2
61,Operations - Operator,EGLINTON STATION,Wednesday,18,3
905,Operations - Operator,KENNEDY STATION,Friday,20,6
52,Operations - Operator,LAWRENCE AND BATHURST,Saturday,8,4
72,Investigation,CARLAW AND QUEEN,Saturday,18,1
20,Operations - Operator,MAIN STATION,Monday,9,2
100,Mechanical,DEAUVILLE AND ST. DENN,Tuesday,8,9
39,Cleaning - Unsanitary,FINCH AND WARDEN,Wednesday,14,8
108,Operations - Operator,PIONEER VILLAGE STATIO,Thursday,6,3
44,Utilized Off Route,COLONEL SAMUEL SMITH L,Thursday,7,9
36,Mechanical,FINCH AND BATHURST,Wednesday,15,7
37,Mechanical,ISLINGTON AND STEELES,Friday,6,2
41,Mechanical,KEELE AND SIR WILLAM H,Saturday,15,1
34,Operations - Operator,EGLINTON STATION,Wednesday,5,1
75,Security,SHERBOURNE STATION,Tuesday,15,3
97,Cleaning - Unsanitary,YONGE AND EMPRESS,Thursday,16,3
44,Utilized Off Route,COLONEL SAMUEL SMITH P,Tuesday,22,8
90,Mechanical,BATHURST STATION,Thursday,5,6
93,Mechanical,WOODBINE AND STRATHMOR,Monday,10,7
996,Mechanical,YORK MILLS STATION,Tuesday,10,8
63,General Delay,KING AND QUEEN (WEST E,Wednesday,1,7
903,Operations - Operator,SCARBOROUGH CENTRE STA,Thursday,17,8
133,Emergency Services,ELLESMERE AND MARKHAM,Thursday,14,1
91,Investigation,WOODBINE STATION,Monday,19,1
53,Mechanical,MORNINGSIDE AND STAINE,Thursday,13,4
99,Utilized Off Route,FINCH AND JANE,Wednesday,9,4
38,Diversion,KENNEDY AND ELLESMERE,Tuesday,8,4
32,Utilized Off Route,AVENUE AND EGLINTON,Sunday,13,2
89,Mechanical,INDIAN GROVE AND BLOOR,Tuesday,7,6
52,Operations - Operator,LAWRENCE AND BAYVIEW,Sunday,16,7
32,Vision,EGLINTON AND JANE,Monday,5,1
89,Security,WESTON AND WALSH,Thursday,22,9
63,Operations - Operator,EGLINTON WEST STATION,Thursday,5,4
925,Mechanical,PAPE STATION,Tuesday,6,1
107,Mechanical,SHEPPARD WEST STATION,Saturday,7,1
42,Utilized Off Route,FINCH STATION,Thursday,12,7
39,Operations - Operator,FINCH AND BAYVIEW,Friday,19,4
905,Mechanical,KINGSTON AND LAWRENCE,Saturday,14,3
48,Collision - TTC,RATHBURN AND ISLINGTON,Tuesday,9,7
996,Mechanical,SCARBOROUGH CENTER STA,Tuesday,14,1
24,Security,VICTORIA PARK AND IVOR,Friday,10,5
12,Mechanical,KINGSTON AND BRIMLEY,Thursday,18,2
52,Mechanical,EGLINTON STATION,Friday,20,8
116,Mechanical,MORNINGSIDE AND SHEPPA,Tuesday,15,4
102,Emergency Services,AMAZON LOOP,Tuesday,1,9
81,Security,49 THORNCLIFFE PARK DR,Sunday,22,5
75,Operations - Operator,SHERBOURNE AND GERRARD,Tuesday,13,3
96,Collision - TTC,WILSON AND TRANSIT RD,Saturday,16,9
929,Mechanical,DUFFERIN AND WILSON,Monday,17,7
80,Security,QUEENSWAY AND STEPHEN,Monday,7,1
41,Mechanical,ROGERS AND WESTON,Saturday,19,1
165,Mechanical,WESTON AND CORNADO,Tuesday,21,5
134,Mechanical,PROGRESS AND MARKHAM,Monday,17,3
985,Mechanical,SHEPPARD AND MIDLAND,Wednesday,17,8
95,Mechanical,ELLESMERE AND MEADOWVA,Tuesday,11,8
95,Investigation,ELLESMERE AND MILITARY,Thursday,15,1
84,Mechanical,BRADSTOCK AND RIVALDA,Sunday,13,7
45,General Delay,KIPLING AND RATHBURN,Tuesday,15,7
952,Utilized Off Route,JANE AND LAWRENCE,Monday,16,4
131,Operations - Operator,MORNINGVIEW TRAIL AND,Friday,23,8
7,Mechanical,BATHURST AND WILSON,Tuesday,13,4
35,Mechanical,JANE AND FINCH,Tuesday,13,3
78,Cleaning - Unsanitary,YORK MILLS STATION,Monday,19,2
116,Security,KENNEDY STATION,Monday,0,7
85,Road Blocked - NON-TTC Collision,SHEPPARD AND MORNINGSI,Friday,22,4
96,Mechanical,CARRIER AND ALBION,Thursday,8,8
7,Mechanical,BATHURST AND FISHERVIL,Wednesday,11,9
52,General Delay,LAWRENCE AND SCARLETT,Friday,19,1
396,Operations - Operator,WILSON AND KIGH HIGH,Tuesday,22,8
35,Mechanical,JANE AND WEATHERELL,Thursday,20,2
95,Mechanical,RYLANDER AND KINGSTON,Saturday,22,3
36,Vision,651 HUMBERWOOD,Tuesday,15,8
52,Emergency Services,LAWRENCE AND DUFFERIN,Tuesday,12,1
102,Mechanical,MARKHAM AND SHEPPARD E,Sunday,15,9
944,Utilized Off Route,KIPLING STATION,Monday,16,5
86,Cleaning - Unsanitary,EGLINTON AND MARKHAM,Saturday,22,3
32,Utilized Off Route,EGLINTON AND OAKWOOD,Wednesday,20,1
35,Operations - Operator,JANE AND ROMANOWAY,Monday,21,5
21,Mechanical,KENNEDY STATION,Wednesday,20,9
939,Mechanical,KENNEDY STATION,Tuesday,13,8
95,Emergency Services,YORK MILLS STATION,Monday,4,6
85,Collision - TTC,SHEPPARD AND IDAGOVE G,Saturday,12,6
52,General Delay,LAWRENCE AND CARLINGVI,Wednesday,17,2
63,Utilized Off Route,LIBERTY AND LYNN WILLI,Saturday,15,5
63,Vision,OSSINGTON STATION,Sunday,17,3
945,Collision - TTC,KIPLING STATION,Thursday,8,9
165,Operations - Operator,YORK MILLS STATION,Wednesday,15,7
929,Collision - TTC,DUFFERIN AND KING,Monday,8,6
85,Mechanical,SHEPPARD EAST AND MALV,Tuesday,12,8
52,Mechanical,LAWRENCE AND MARLEE,Tuesday,22,1
960,Operations - Operator,FINCH STATION,Saturday,23,3
34,Emergency Services,EGLINTON AND BRENTCLIF,Saturday,13,1
70,Security,COXWELL STATION,Monday,13,5
129,Mechanical,MCCOWAN AND STEELES LO,Saturday,13,7
165,Operations - Operator,ORMONT AND NORELCO,Wednesday,0,5
53,Operations - Operator,AMAZON FULLFILLMENT CE,Wednesday,5,3
70,Investigation,COXWELL STATION,Tuesday,0,9
23,Operations - Operator,MAIN STREET STATION,Tuesday,8,7
35,Utilized Off Route,JANE AND EGLINTON,Tuesday,12,7
54,Collision - TTC,LAWRENCE AND MCCOWAN,Saturday,17,6
335,Operations - Operator,JANE AND DUNDAS,Thursday,2,8
35,Mechanical,JANE STATION,Monday,10,2
36,Mechanical,ARROW AND FINCH,Wednesday,10,4
944,Utilized Off Route,KIPLING AND EVANS,Tuesday,18,5
111,Mechanical,KIPLING STATION,Saturday,8,3
36,Operations - Operator,HUMBERWOOD LOOP,Wednesday,0,4
24,Mechanical,VICTORIA PARK AND CRES,Tuesday,19,4
47,Operations - Operator,DUPONT AND LANSDOWNE,Tuesday,18,7
52,Emergency Services,LAWRENCE AND BATHURST,Monday,17,8
165,Vision,WESTON AND STEELES,Tuesday,19,1
53,Security,BISHOP AND YONGE,Saturday,23,2
925,Utilized Off Route,PAPE STATION,Tuesday,22,4
124,Diversion,BAYVIEW AND LAWRENCE,Thursday,8,2
66,Mechanical,PRINCE EDWARD AND BLOO,Friday,9,5
47,Mechanical,CALEDONA AND GLEN PARK,Thursday,14,8
116,Mechanical,MORNINGSIDE AND PLANTA,Saturday,7,5
96,Operations - Operator,JANE AND SHEPPARD,Saturday,12,2
110,Utilized Off Route,ISLINGTON STATION,Wednesday,6,6
39,Mechanical,FINCH AND MILLIKEN,Monday,21,5
95,Security,ELLESMERE AND PHARMACY,Sunday,14,6
36,Mechanical,HUMBERWOOD LOOP,Wednesday,20,9
63,Mechanical,OAKWOOD AND ROGERS,Friday,12,6
35,Mechanical,JANE AND DOWNSVIEW,Sunday,17,4
60,Mechanical,PIONEER VILLAGE STATIO,Monday,6,5
35,Diversion,JANE AND LAWRENCE,Monday,11,6
43,Operations - Operator,KENNEDY STATION,Sunday,14,9
34,Collision - TTC,EGLINTON AND LEBOVIC,Saturday,10,6
161,Cleaning - Unsanitary,OSSINGTON STATION,Friday,9,2
165,Emergency Services,OLD WESTON RD AND STEE,Sunday,13,2
71,Cleaning - Unsanitary,WESTON AND EGLINTON,Sunday,21,6
131,Operations - Operator,SCARBOROUGH CENTRE STA,Thursday,15,8
89,Emergency Services,KEELE STATION,Wednesday,23,9
960,Mechanical,STEELES AND SIGNAL HIL,Saturday,13,2
32,Emergency Services,EGLINTON AND CHAPLIN C,Thursday,20,9
94,Operations - Operator,BIRCHMOUNT GARGAE,Monday,11,8
96,Mechanical,CARRIER LOOP,Monday,21,5
52,Utilized Off Route,HOSPITAL AND WELLNESS,Sunday,14,6
95,Mechanical,ELLESMERE AND MILITARY,Saturday,23,1
929,Mechanical,LAWRENCE AND CALEDONIA,Sunday,8,4
79,Mechanical,RUNNYMEDE STATION,Friday,16,7
63,Mechanical,SUNNYSIDE LOOP,Friday,21,7
7,Vision,BATHURST STATION,Sunday,22,6
65,Operations - Operator,CASTLE FRANK STATION,Saturday,17,7
77,General Delay,QUEENSWAY AND SOUTH KI,Thursday,15,2
113,Mechanical,DANFORTH AND HUBERT,Tuesday,21,5
927,Mechanical,FENMAR AND ORMONT,Saturday,6,5
34,Operations - Operator,EGLINTON STATION,Saturday,7,6
99,Mechanical,JANE AND ST CLAIR,Tuesday,17,8
45,General Delay,KIPLING STATION,Saturday,16,6
36,Mechanical,FINCH AND ARROW,Tuesday,15,2
7,Utilized Off Route,BATHURST STATION,Thursday,5,4
34,Operations - Operator,EGLINTON AND THERMOS,Thursday,19,8
