,Route,Incident,Location,Day,Hour,Month
2313,39,Vision,FINCH AND VICTORIA PAR,Friday,7,1
836,960,Mechanical,STEELES AND MARTIN GRO,Sunday,9,1
30763,11,Mechanical,ROE LOOP,Tuesday,10,8
9746,100,Mechanical,ST DENNIS AND DEAUVILL,Friday,16,3
5203,64,Mechanical,MAIN STREET STATION,Tuesday,10,2
28264,32,Operations - Operator,HILLSDALE AND YONGE,Wednesday,7,8
6950,108,Cleaning - Unsanitary,SHEPPARD WEST STATION,Wednesday,13,2
6551,52,Security,LAWRENCE AND JANE,Saturday,0,2
25456,995,Mechanical,YORK MILLS STATION,Tuesday,11,7
5893,129,Security,SCARBOROUGH CENTRE STA,Sunday,17,2
34511,46,Mechanical,VIKING LN AND KIPLING,Wednesday,8,9
13005,35,Mechanical,JANE AND EGLINTON,Wednesday,17,4
19128,953,Vision,STEELES AND KENNEDY,Monday,9,6
413,41,Mechanical,KEELE AND EGLINTON,Thursday,10,1
13631,15,Mechanical,KIPLING AND STEELES,Tuesday,3,4
9852,165,Mechanical,OLD WESTON AND STEELES,Saturday,7,3
30489,52,Mechanical,LAWRENCE AND PINE,Saturday,14,8
4635,75,Mechanical,BLOOR AND SHERBOURNE,Thursday,11,2
1642,905,Operations - Operator,EGLINTON AND MARKHAM,Saturday,13,1
27861,116,Mechanical,EGLINTON AND MARKHAM,Saturday,15,8
9765,82,General Delay,SCHOFIELD AND GLEN,Friday,17,3
13521,160,Emergency Services,ATKINSIN AND CAMPBELL,Monday,8,4
21996,92,Operations - Operator,WOODBINE STATION,Saturday,13,6
14441,41,General Delay,CALVINGTON AND KEELE,Sunday,14,4
32417,41,Mechanical,WESTON AND NORTHLAND,Monday,6,9
31700,160,Operations - Operator,WILSON STATION,Tuesday,6,9
14035,34,Mechanical,EGLINTON STATION,Thursday,21,4
3370,925,Emergency Services,DON MILLS,Saturday,11,1
14987,97,Cleaning - Unsanitary,YONGE AND ST. CLAIR,Thursday,15,5
26793,35,Collision - TTC,JANE AND TRETHEWEY,Friday,17,7
25325,996,Security,WILSON STATION,Monday,14,7
32837,160,Mechanical,BATHURST AND BAINBRIDG,Thursday,10,9
24844,903,Vision,CENTENNIAL COLLEGE,Friday,15,7
14749,1,Security,YONGE AND CASTLEFIELD,Tuesday,1,4
26708,89,Mechanical,KEELE STATION,Friday,8,7
34880,102,Mechanical,IRONSIDE AND TAPSCOTT,Saturday,5,9
11574,95,Mechanical,ELLESMERE AND ZAPH,Saturday,14,4
12729,71,Utilized Off Route,RUNNYMEDE STATION,Monday,14,4
2383,99,Mechanical,WESTON AND BRADSTOCK,Friday,16,1
33803,63,Operations - Operator,OAKWOOD AND ST CLAIR,Thursday,15,9
24858,924,Mechanical,VICTORIA PARK AND ST C,Friday,16,7
24256,945,Operations - Operator,KIPLING STATION,Tuesday,6,7
22177,34,Utilized Off Route,EGLINTON STATION,Sunday,15,6
25532,42,Mechanical,MIDLAND AND MCNICOLL,Tuesday,17,7
16223,165,Mechanical,WILSON STN,Saturday,20,5
9235,905,Mechanical,EGLINTON AND MARKHAM,Monday,8,3
5765,100,Mechanical,DON MILLS AND EGLINTON,Saturday,14,2
21916,63,Cleaning - Unsanitary,KING AND THE QUEENSWAY,Friday,17,6
24611,41,Mechanical,IAN MCDONALD,Thursday,5,7
11981,41,Security,KEELE AND ROGERS,Tuesday,23,4
15959,97,Collision - TTC,STEELES AND HILDA,Thursday,18,5
9437,94,Utilized Off Route,8 COLBOURNE STREET,Wednesday,8,3
5029,84,Mechanical,SHEPPARD WEST STATION,Monday,6,2
22345,102,Operations - Operator,MARKHAM AND PROGRESS,Monday,21,6
33735,129,Mechanical,MIDLAND AND LAWRENCE,Wednesday,0,9
16343,95,Security,YORK MILLS STATION,Sunday,23,5
16731,129,Mechanical,TRITON AND MCCOWAN,Wednesday,7,5
15824,102,Operations - Operator,LAWRENCE AND MARKHAM,Wednesday,18,5
745,44,Mechanical,KIPLING AND LAKESHORE,Saturday,14,1
32723,108,Emergency Services,GRANDRAVINE DR AND GRA,Wednesday,14,9
26704,925,Mechanical,DON MILLS AND PARKWAY,Friday,8,7
23165,927,Mechanical,MARTIN GROVE AND STEEL,Monday,6,7
17869,84,Mechanical,SHEPPARD AND CHESSWOOD,Friday,14,5
5433,102,Mechanical,MARKHAM AND SHEPPARD,Thursday,8,2
19513,75,Security,SHERBOURNE AND ISABELL,Wednesday,19,6
12458,52,Operations - Operator,SUNNYBROOK HOSPITAL,Saturday,10,4
15864,939,Mechanical,SCARBOROUGH TOWN CENTR,Thursday,6,5
7611,52,Mechanical,LAWRENCE AND KEELE,Monday,19,3
32071,52,Vision,PEARSON AIRPORT - TERM,Friday,7,9
21265,47,Operations - Operator,CALEDONA AND BOWIE,Tuesday,11,6
19014,939,Operations - Operator,KENNEDY STATION,Saturday,19,6
14212,133,Operations - Operator,SCARBOROUGH CENTRE STA,Friday,17,4
25513,108,Mechanical,PIONEER VILLAGE STATIO,Tuesday,15,7
26819,939,Mechanical,FINCH AND KENNEDY,Friday,19,7
34248,35,Mechanical,JANE AND YORK GATE,Monday,5,9
6545,95,General Delay,ELLESMERE AND MIDLAND,Saturday,23,2
25884,36,Security,FINCH AND SENTINEL,Friday,16,7
13011,11,Investigation,SUNNYBROOK HOSPITAL,Wednesday,18,4
25817,87,Security,COSBURN AND PAPE,Thursday,0,7
29854,54,Emergency Services,LAWRENCE AND BRIMLEY,Monday,13,8
11880,52,Mechanical,TORONTO PEARSON INTERN,Tuesday,10,4
32204,29,Mechanical,WILSON STATION,Saturday,8,9
27650,165,Mechanical,WILSON AND BEVERLEY,Friday,5,8
27152,95,Operations - Operator,ELLESMERE AND WEST SER,Monday,17,7
1344,927,Operations - Operator,KIPLING STATION,Thursday,12,1
10069,939,Collision - TTC,FINCH AND WILMINGTON,Monday,14,3
24366,64,Operations - Operator,EASTDALE AND GOODWOOD,Tuesday,14,7
4084,54,Security,LAWRENCE AND UNDERHILL,Saturday,6,2
19244,32,Mechanical,EGLINTON WEST STATION,Tuesday,6,6
33066,29,Collision - TTC,DUFFERIN AND ST CLAIR,Friday,18,9
18170,36,Vision,FINCH WEST STATION,Monday,8,5
15551,165,Vision,STEELES WEST AND WESTO,Tuesday,9,5
11673,66,Security,MARINE PARADE AND LAKE,Sunday,14,4
8942,26,Collision - TTC,JANE AND OUTLOOK,Friday,14,3
521,69,Mechanical,WARDEN AND DANFORTH,Thursday,1,1
20855,35,Mechanical,JANE AND OUTLOOK,Saturday,15,6
6522,37,Security,ISLINGTON AND BERGAMOT,Saturday,19,2
29880,122,Investigation,GRAYDON HALL AND DON M,Monday,16,8
15005,945,Mechanical,KIPLING AND STEELES,Thursday,17,5
2335,123,Cleaning - Unsanitary,KIPLING STATION,Friday,10,1
35207,954,Mechanical,ROUGE HILL GO STATION,Monday,17,9
10419,35,Mechanical,JANE AND WESTON,Wednesday,18,3
741,165,Investigation,WILSON AND ALLARD,Saturday,14,1
9463,165,Operations - Operator,WESTON AND STEELES,Wednesday,12,3
7835,42,Mechanical,FINCH STATION,Wednesday,16,3
30036,41,Mechanical,KEELE AND JUNCTION,Tuesday,18,8
3731,113,Cleaning - Unsanitary,MAIN STREET STATION,Tuesday,22,1
6471,29,Security,WILSON STATION,Saturday,12,2
22968,45,Mechanical,KIPLING AND FINCH,Saturday,10,6
10834,25,Operations - Operator,DON MILLS STATION,Sunday,18,3
14440,81,Emergency Services,MILLWOOD RD AND PAPE,Sunday,14,4
4659,108,Operations - Operator,SHEPPARD WEST STATION,Thursday,14,2
12092,7,Mechanical,BATHURST AND REINER,Wednesday,20,4
8041,85,Operations - Operator,MEADOWVALE LOOP,Friday,13,3
437,71,Mechanical,MT DENNIS GARAGE,Thursday,12,1
20424,36,Diversion,FINCH AND WESTON,Wednesday,20,6
20172,42,Mechanical,YONGE AND CUMMER,Tuesday,6,6
5896,54,Mechanical,EGLINTON AND RUMSEY,Sunday,18,2
20738,52,Mechanical,LAWRENCE AND JANE,Friday,17,6
20910,89,Vision,UNAVAILABLE,Saturday,22,6
4098,7,Emergency Services,BATHURST STATION,Saturday,9,2
19264,114,Mechanical,CARLAW AND LAKESHORE,Tuesday,9,6
21351,24,Mechanical,VICTORIA PARK STATION,Tuesday,17,6
11137,53,Mechanical,STEELES AND MORNINGSID,Wednesday,12,4
30861,44,Mechanical,KIPLING STATION,Tuesday,19,8
31002,52,Collision - TTC,AVENUE AND LAWRENCE,Wednesday,23,8
20856,41,Security,KEELE AND FINCH,Saturday,15,6
28227,40,Utilized Off Route,DUNDAS AND KEELE,Tuesday,22,8
29416,925,Operations - Operator,DON MILLS AND SHEPPARD,Friday,8,8
33480,41,Investigation,OLD WESTON AND ST CLAI,Tuesday,10,9
19590,54,Emergency Services,LAWRENCE W OF WARDEN,Thursday,11,6
7758,39,Mechanical,FINCH AVE E AND WILLOW,Wednesday,5,3
11919,52,Mechanical,LAWRENCE AND DUFFERIN,Tuesday,15,4
6221,96,Mechanical,HUMBERLINE AND FINCH,Thursday,12,2
17949,63,Operations - Operator,EGLINTON WEST STATION,Saturday,7,5
1363,927,Operations - Operator,HUMBER COLLEGE BUS TER,Thursday,14,1
9277,36,Mechanical,FINCH AND DUFFERIN,Monday,18,3
22143,925,Utilized Off Route,BROADVIEW STATION,Sunday,14,6
31362,47,Diversion,EARLSCOURT LOOP,Friday,21,8
20945,60,Operations - Operator,STEELES AND CAPSTAN GA,Sunday,12,6
18122,165,Operations - Operator,WESTON AND LANYARD,Sunday,21,5
13471,96,Mechanical,YORK MILLS STATION,Sunday,16,4
26918,32,Operations - Operator,EGLINTON AND KEELE,Saturday,17,7
15287,116,Cleaning - Unsanitary,MORNINGSIDE AND NIGHTS,Saturday,22,5
27193,996,Mechanical,FINCH WEST AND MARTIN,Tuesday,7,7
17776,29,Mechanical,DUFFERIN AND ROGERS,Thursday,18,5
5882,34,Collision - TTC,EGLINGTON AND WARDEN,Sunday,16,2
23978,41,Utilized Off Route,DUNDAS AND KEELE,Sunday,7,7
34130,54,Cleaning - Unsanitary,EGLINTON AND DUNFIELD,Saturday,19,9
665,106,Utilized Off Route,SENTINEL AND FREDRICK,Friday,21,1
4417,161,Collision - TTC,ALLIANCE AND JANE,Tuesday,14,2
18510,94,Mechanical,BLOOR AND PARLIAMENT,Wednesday,18,5
12361,34,Cleaning - Unsanitary,EGLINTON STATION,Friday,14,4
27869,100,Vision,BROADVIEW STATION,Saturday,16,8
14791,996,Operations - Operator,ARROW GARAGE,Wednesday,12,5
7197,52,Utilized Off Route,LAWRENCE AND PINE,Friday,6,3
7852,924,Operations - Operator,VICTORIA PARK STATION,Wednesday,18,3
10620,124,Vision,LAWRENCE AND BAYVIEW,Friday,20,3
4794,38,Mechanical,SCARBOROUGH CENTRE STA,Friday,15,2
23045,32,Vision,EGLINTON AND BLACKTHOR,Saturday,21,6
15900,24,Operations - Operator,EGLINTON AND VICTORIA,Thursday,10,5
1480,32,Mechanical,EGLINTON WEST STATION,Friday,13,1
13792,34,Mechanical,EGLINTON AND BAYVIEW,Wednesday,9,4
486,116,Collision - TTC,KINGSTON AND SCARBOROU,Thursday,17,1
5526,165,Operations - Operator,WILSON AND WALSH,Thursday,17,2
18741,25,Vision,BROADVIEW STATION,Friday,8,5
824,320,Emergency Services,QUEENS QUAY AND YONGE,Sunday,4,1
26923,67,Collision - TTC,ELLESMERE AND PHARMACY,Saturday,17,7
12229,9,Mechanical,WARDEN STATION,Thursday,15,4
3153,32,Emergency Services,EGLINTON AND WESTON,Thursday,18,1
18108,53,Operations - Operator,STEELES AND MIDLAND,Sunday,18,5
17960,116,Mechanical,SHEPPARD AND MARKHAM,Saturday,9,5
27815,960,Mechanical,YONGE AND CUMMER,Saturday,7,8
11161,935,Mechanical,PIONEER VILLAGE STATIO,Wednesday,15,4
34521,36,Mechanical,HUMBERWOOD LOOP,Wednesday,9,9
31539,95,Mechanical,RYLANDER AND KINGSTON,Sunday,9,9
1539,111,General Delay,RATHBURN AND THE EAST,Friday,19,1
35017,92,Operations - Operator,STRATHMORE AND WOODBIN,Saturday,0,9
11234,939,Mechanical,MCOWAN AND SHEPPARD,Wednesday,21,4
34795,111,Mechanical,KIPLING STATION,Friday,15,9
6087,20,Operations - Operator,KENNEDY STATION,Wednesday,7,2
21022,76,Mechanical,ROYAL YORK STATION,Monday,5,6
8065,25,Mechanical,DON MILLS STATION,Friday,16,3
30533,41,Mechanical,ROGERS AND BICKNILL,Saturday,20,8
19387,38,Investigation,ELLESMERE AND MARKHAM,Tuesday,22,6
16468,64,Operations - Operator,MAIN STREET STATION,Monday,14,5
15913,54,Emergency Services,LAWRENCE AND MIDLAND,Thursday,12,5
492,63,Operations - Operator,OSSINGTON STATION,Thursday,17,1
32402,960,Operations - Operator,WILSON GARAGE,Monday,5,9
29059,47,Cleaning - Unsanitary,EARLSCOURT LOOP,Tuesday,13,8
9081,35,Operations - Operator,JANE STATION,Saturday,15,3
31053,34,Operations - Operator,EGLINTON STATION,Thursday,8,8
33284,64,Collision - TTC,HLDON AVE AND COSBURN,Sunday,18,9
11107,900,Collision - TTC,TERMINAL 3 AND EXIT 40,Wednesday,8,4
14553,989,Collision - TTC,KEELE STATION,Monday,15,4
3696,32,Mechanical,EGLINTON AND KEELE,Tuesday,15,1
34550,44,Mechanical,KIPLING AND QUEENSWAY,Wednesday,14,9
22161,114,Utilized Off Route,CARLAW AND LAKESHORE,Sunday,14,6
34464,29,Operations - Operator,WILSON STATION,Tuesday,16,9
7879,16,Security,DANFORTH AND MIDLAND,Wednesday,0,3
14736,161,Cleaning - Unsanitary,KEELE AND ROGERS,Tuesday,20,4
4585,89,Mechanical,2475 WESTON ROAD,Wednesday,21,2
314,63,Mechanical,OSSINGTON STATION,Wednesday,17,1
4303,102,Collision - TTC,CENTENNIAL COLLEGE - P,Monday,13,2
30559,168,Operations - Operator,DUNDAS WEST STATION,Sunday,6,8
29590,903,Mechanical,KENNEDY STATION,Saturday,12,8
29644,60,Utilized Off Route,STEELES AND PETROLIA,Saturday,16,8
10444,95,Emergency Services,ELLESMERE AND KENNEDY,Wednesday,0,3
34628,300,Vision,BROADVIEW AND BLOOR,Thursday,2,9
24334,47,Collision - TTC,CALEDONIA AND RAITHERM,Tuesday,12,7
26839,95,Mechanical,RYLANDER AND KINGSTON,Friday,22,7
15213,7,Cleaning - Unsanitary,BATHURST AND WILSON,Saturday,11,5
31721,927,Collision - TTC,HUMBER COLLEGE AND FIN,Tuesday,8,9
2466,134,Investigation,CENTENNIAL COLLEGE,Saturday,12,1
8270,32,Operations - Operator,EGLINTON WEST STATION,Sunday,12,3
23650,47,Utilized Off Route,LANSDOWNE AND QUEEN,Friday,5,7
24855,902,Mechanical,MARKHAM AND STEELES,Friday,16,7
34312,80,Cleaning - Unsanitary,QUEENSWAY AND VANSCO,Monday,14,9
34701,31,Emergency Services,GREENWOOD AND S OF DAN,Thursday,16,9
12302,53,Utilized Off Route,FINCH STATION,Friday,2,4
12073,99,Collision - TTC,JANE AND WILSON,Wednesday,17,4
17153,35,Operations - Operator,JANE AND WESTON,Saturday,13,5
11033,960,Mechanical,YONGE AND STEELES,Tuesday,16,4
20240,84,Mechanical,SHEPPARD WEST STATION,Tuesday,15,6
270,44,Mechanical,EVANS AND KIPLING,Wednesday,14,1
12553,36,Operations - Operator,FINCH AND BEECROFT,Saturday,21,4
12004,935,Mechanical,JANE AND SAN ROMANO WA,Wednesday,6,4
34078,114,Utilized Off Route,LESLIE AND LAKESHORE,Saturday,14,9
13153,24,Cleaning - Unsanitary,VICTORIA PARK AND STEE,Thursday,20,4
11540,60,Mechanical,FINCH STATION,Saturday,7,4
29651,129,Mechanical,KENNEDY STATION,Saturday,17,8
33408,98,Operations - Operator,YONGE AND SHEPPARD,Monday,18,9
17018,102,Collision - TTC,MARKHAM AND MCLEVIN,Friday,13,5
18624,97,Operations - Operator,HILDA AND STEELES WEST,Thursday,11,5
33736,61,Vision,BOMBAY LOOP,Wednesday,0,9
10323,39,Mechanical,FINCH STATION,Wednesday,7,3
21936,116,Mechanical,NORTH SERVICE AND EGLI,Friday,20,6
12559,81,Security,OVERLEA AND THORNCLIFF,Saturday,23,4
17312,985,Mechanical,SHEPPARD AND PHARMACY,Monday,12,5
4307,52,Collision - TTC,LAWRENCE AND WESTON,Monday,14,2
9117,89,Mechanical,WESTON AND EGLINTON,Saturday,18,3
25300,135,Vision,MAIN STREET STATION,Monday,9,7
5746,32,Mechanical,EGLINTON AND EMMETT,Saturday,11,2
1537,43,Operations - Operator,SCARBOROUGH CENTRE STA,Friday,19,1
21893,89,Security,WESTON AND COULTER,Friday,15,6
15629,41,Collision - TTC,PIONNEER VILLAGE STATI,Tuesday,16,5
4573,89,Mechanical,KEELE STATION,Wednesday,18,2
2516,116,Mechanical,KENNEDY STATION,Saturday,17,1
17053,98,Mechanical,GOULDING AND CACTUS,Friday,16,5
9973,29,Mechanical,WILSON STATION,Sunday,10,3
2715,36,Collision - TTC,FINCH AND ARDWICK,Monday,21,1
29123,63,Diversion,KING AND JAMESON,Tuesday,0,8
7352,105,Operations - Operator,SHEPPARD WEST STATION,Saturday,10,3
7665,985,Operations - Operator,JANE AND EGLINTON,Tuesday,11,3
32498,60,Cleaning - Unsanitary,YONGE AND CUMMER,Monday,17,9
11155,79,Mechanical,MOUNT DENNIS GARAGE,Wednesday,15,4
26347,36,Vision,HUMBERWOOD LOOP,Tuesday,15,7
19144,984,Mechanical,SHEPPARD WEST STATION,Monday,13,6
10869,36,Vision,FINCH WEST STATION,Monday,6,4
753,17,Diversion,BIRCHMOUNT AND ASHTONB,Saturday,15,1
22116,16,Security,WARDEN STATION,Sunday,10,6
33461,905,Mechanical,EGLINTON EAST AND DANF,Tuesday,8,9
13140,999,Mechanical,EGLINTON AND LIARD,Thursday,18,4
877,72,Operations - Operator,CARLAW AND GERRARD,Sunday,18,1
30630,36,Mechanical,FINCH AND ARROW,Monday,5,8
32497,72,Collision - TTC,PAPE AND GAMBLE,Monday,17,9
9581,960,Operations - Operator,STEELES AND NORTHWEST,Thursday,11,3
24465,44,Mechanical,COLONEL SAMUEL SMITH L,Wednesday,7,7
23470,133,General Delay,NEILSON AND CROW TRAIL,Wednesday,17,7
16884,130,Operations - Operator,SCARBOROUGH CENTRE STA,Thursday,14,5
11126,20,Security,KENNEDY STATION,Wednesday,10,4
334,60,Utilized Off Route,PIONEER VILLAGE STATIO,Wednesday,20,1
2316,944,Mechanical,COL. SAM SMITH LOOP,Friday,7,1
7367,85,Mechanical,DON MILLS STATION,Saturday,12,3
21744,129,Operations - Operator,LAWRENCE AND KENNEDY,Thursday,16,6
1804,135,Mechanical,MAIN STREET STATION,Sunday,1,1
22750,38,Operations - Operator,SCARBOROUGH TOWN CENTR,Thursday,14,6
440,41,Operations - Operator,SHEPPARD AND KEELE,Thursday,13,1
25643,119,Operations - Operator,WILSON AND JANE,Wednesday,14,7
21186,54,Operations - Operator,SCARBOROUGH GOLF CLUB,Monday,22,6
11729,61,Mechanical,EGLINTON STATION,Monday,6,4
17055,12,Mechanical,KINGSTON AND VICTORIA,Friday,16,5
13065,924,Mechanical,VICTORIA PARK AND PARK,Thursday,7,4
205,102,Mechanical,CENTENNIAL COLLEGE,Tuesday,23,1
22200,62,Collision - TTC,GERRARD AND HAMILTON,Sunday,17,6
20182,123,Operations - Operator,QUEENSWAY GARAGE,Tuesday,7,6
8312,935,Mechanical,JANE STATION,Sunday,19,3
24534,52,Operations - Operator,SUNNYBROOK HOSPITAL,Wednesday,13,7
4372,32,Security,RENFORTH STATION,Tuesday,6,2
30915,32,Mechanical,EGLINTON AND RONALD,Wednesday,8,8
18782,71,Diversion,RUNNYMEDE AND BLOOR,Friday,13,5
34161,300,Mechanical,MT DENNIS GARAGE,Sunday,6,9
9569,954,Security,KENNEDY STATION,Thursday,8,3
35056,929,Operations - Operator,WILSON STATION,Sunday,15,9
24673,52,Utilized Off Route,ARROW GARAGE,Thursday,13,7
13307,64,Collision - TTC,WESTLAKE AND WALLINGTO,Friday,22,4
24959,960,Operations - Operator,PIONEER VILLAGE STATIO,Saturday,10,7
27146,29,Mechanical,1733 DUFFERIN,Monday,16,7
23162,900,Operations - Operator,DUNDAS AND EAST MALL,Sunday,1,6
13957,900,Utilized Off Route,KIPLING STATION,Thursday,15,4
20435,202,Emergency Services,FRONT AND BAY,Wednesday,21,6
24969,34,Operations - Operator,EGLINTON AND BERMONDSE,Saturday,11,7
32201,46,Security,DUNDAS AND KIPLING,Saturday,7,9
15817,985,Security,MIDLAND AND 401,Wednesday,17,5
2961,902,Mechanical,ST. CLAIR AND KINGSTON,Wednesday,16,1
21484,65,Utilized Off Route,JARVIS AND QUEENS QUAY,Wednesday,13,6
4827,939,Operations - Operator,FINCH WEST STATION,Friday,20,2
27726,34,Mechanical,EGLINTON AND WYNFORD,Friday,15,8
32878,96,Mechanical,JANE AND WILSON,Thursday,16,9
18371,89,Mechanical,WESTON AND CHURCH,Tuesday,16,5
16256,929,Operations - Operator,MOUNT DENNIS GARAGE,Sunday,7,5
303,52,Mechanical,LAWRENCE AND SCARLETT,Wednesday,17,1
27986,165,Vision,OLD WESTON AND STEELES,Sunday,16,8
27230,35,Operations - Operator,JANE AND STEELES,Tuesday,13,7
15018,82,Security,CRESENT AND MOUNT PLEA,Thursday,18,5
26318,20,Utilized Off Route,MAIN STREET STATION,Tuesday,12,7
23401,53,Mechanical,STEELES EAST AND WOODB,Wednesday,11,7
31582,85,Utilized Off Route,DON MILLS STATION,Sunday,17,9
25308,67,Mechanical,PHARMACY AND COMSTOCK,Monday,11,7
3432,17,Security,BIRCHMOUNT AND ALLANFO,Saturday,19,1
9722,944,Mechanical,KIPLING LOOP,Friday,14,3
30656,44,Mechanical,KIPLING STATION,Monday,13,8
5489,165,Mechanical,JANE AND WILSON,Thursday,14,2
6841,88,Operations - Operator,ST CLAIR STATION,Tuesday,16,2
218,968,Mechanical,WARDEN AND STEELES,Wednesday,6,1
27497,70,Operations - Operator,COXWELL STATION,Thursday,9,8
27124,929,Mechanical,DUFFERIN AND EGLINTON,Monday,15,7
28617,52,Mechanical,LAWRENCE WEST STATION,Friday,17,8
752,165,General Delay,YORK MILLS STATION,Saturday,15,1
4049,985,Collision - TTC,ELLESMERE AND MIDLAND,Friday,17,2
7847,61,Operations - Operator,EGLINTON STATION,Wednesday,18,3
19811,905,Operations - Operator,KENNEDY STATION,Friday,20,6
14297,52,Operations - Operator,LAWRENCE AND BATHURST,Saturday,8,4
1675,72,Investigation,CARLAW AND QUEEN,Saturday,18,1
5045,20,Operations - Operator,MAIN STATION,Monday,9,2
33470,100,Mechanical,DEAUVILLE AND ST. DENN,Tuesday,8,9
29188,39,Cleaning - Unsanitary,FINCH AND WARDEN,Wednesday,14,8
9547,108,Operations - Operator,PIONEER VILLAGE STATIO,Thursday,6,3
32812,44,Utilized Off Route,COLONEL SAMUEL SMITH L,Thursday,7,9
24554,36,Mechanical,FINCH AND BATHURST,Wednesday,15,7
3957,37,Mechanical,ISLINGTON AND STEELES,Friday,6,2
3400,41,Mechanical,KEELE AND SIR WILLAM H,Saturday,15,1
211,34,Operations - Operator,EGLINTON STATION,Wednesday,5,1
8529,75,Security,SHERBOURNE STATION,Tuesday,15,3
8800,97,Cleaning - Unsanitary,YONGE AND EMPRESS,Thursday,16,3
29111,44,Utilized Off Route,COLONEL SAMUEL SMITH P,Tuesday,22,8
22699,90,Mechanical,BATHURST STATION,Thursday,5,6
24150,93,Mechanical,WOODBINE AND STRATHMOR,Monday,10,7
29965,996,Mechanical,YORK MILLS STATION,Tuesday,10,8
23498,63,General Delay,KING AND QUEEN (WEST E,Wednesday,1,7
27600,903,Operations - Operator,SCARBOROUGH CENTRE STA,Thursday,17,8
3111,133,Emergency Services,ELLESMERE AND MARKHAM,Thursday,14,1
987,91,Investigation,WOODBINE STATION,Monday,19,1
13108,53,Mechanical,MORNINGSIDE AND STAINE,Thursday,13,4
12956,99,Utilized Off Route,FINCH AND JANE,Wednesday,9,4
11871,38,Diversion,KENNEDY AND ELLESMERE,Tuesday,8,4
6599,32,Utilized Off Route,AVENUE AND EGLINTON,Sunday,13,2
21230,89,Mechanical,INDIAN GROVE AND BLOOR,Tuesday,7,6
26118,52,Operations - Operator,LAWRENCE AND BAYVIEW,Sunday,16,7
905,32,Vision,EGLINTON AND JANE,Monday,5,1
32035,89,Security,WESTON AND WALSH,Thursday,22,9
11262,63,Operations - Operator,EGLINTON WEST STATION,Thursday,5,4
1021,925,Mechanical,PAPE STATION,Tuesday,6,1
1616,107,Mechanical,SHEPPARD WEST STATION,Saturday,7,1
24660,42,Utilized Off Route,FINCH STATION,Thursday,12,7
11510,39,Operations - Operator,FINCH AND BAYVIEW,Friday,19,4
9071,905,Mechanical,KINGSTON AND LAWRENCE,Saturday,14,3
25423,48,Collision - TTC,RATHBURN AND ISLINGTON,Tuesday,9,7
2774,996,Mechanical,SCARBOROUGH CENTER STA,Tuesday,14,1
18761,24,Security,VICTORIA PARK AND IVOR,Friday,10,5
4701,12,Mechanical,KINGSTON AND BRIMLEY,Thursday,18,2
27787,52,Mechanical,EGLINTON STATION,Friday,20,8
12862,116,Mechanical,MORNINGSIDE AND SHEPPA,Tuesday,15,4
33605,102,Emergency Services,AMAZON LOOP,Tuesday,1,9
16339,81,Security,49 THORNCLIFFE PARK DR,Sunday,22,5
7678,75,Operations - Operator,SHERBOURNE AND GERRARD,Tuesday,13,3
33171,96,Collision - TTC,WILSON AND TRANSIT RD,Saturday,16,9
24210,929,Mechanical,DUFFERIN AND WILSON,Monday,17,7
3528,80,Security,QUEENSWAY AND STEPHEN,Monday,7,1
2526,41,Mechanical,ROGERS AND WESTON,Saturday,19,1
15679,165,Mechanical,WESTON AND CORNADO,Tuesday,21,5
8429,134,Mechanical,PROGRESS AND MARKHAM,Monday,17,3
30959,985,Mechanical,SHEPPARD AND MIDLAND,Wednesday,17,8
29969,95,Mechanical,ELLESMERE AND MEADOWVA,Tuesday,11,8
2228,95,Investigation,ELLESMERE AND MILITARY,Thursday,15,1
25172,84,Mechanical,BRADSTOCK AND RIVALDA,Sunday,13,7
23307,45,General Delay,KIPLING AND RATHBURN,Tuesday,15,7
14576,952,Utilized Off Route,JANE AND LAWRENCE,Monday,16,4
28664,131,Operations - Operator,MORNINGVIEW TRAIL AND,Friday,23,8
11003,7,Mechanical,BATHURST AND WILSON,Tuesday,13,4
7677,35,Mechanical,JANE AND FINCH,Tuesday,13,3
5964,78,Cleaning - Unsanitary,YORK MILLS STATION,Monday,19,2
